Player;Nation;Pos;Squad;Comp;Age;Born;90s;G/Sh;PasAss;ScaDrib;Tkl+Int
Jack Stephens;ENG;DF;Bournemouth;Premier League;29;1994;3;0;0.67;0;2.33
Raheem Sterling;ENG;FWMF;Chelsea;Premier League;28;1994;12.7;0.19;1.73;0.08;0.87
Angelo Stiller;GER;MF;Hoffenheim;Bundesliga;21;2001;4.6;0;0.65;0;4.57
Lars Stindl;GER;FWMF;M'Gladbach;Bundesliga;34;1988;9.9;0.17;2.02;0.1;1.62
Kevin Stöger;AUT;MF;Bochum;Bundesliga;29;1993;17.2;0.03;2.38;0.12;3.43
John Stones;ENG;DF;Manchester City;Premier League;28;1994;13.1;0;0.38;0;1.3
Jørgen Strand Larsen;NOR;FW;Celta Vigo;La Liga;23;2000;11.1;0.08;0.63;0.09;0.9
Gabriel Strefezza;BRA;FWMF;Lecce;Serie A;25;1997;15.9;0.17;1.45;0.25;2.77
Dávid Strelec;SVK;FW;Spezia;Serie A;21;2001;1.9;0;0.53;0;1.05
Pascal Struijk;NED;DF;Leeds United;Premier League;23;1999;18.6;0.15;0.65;0;4.78
Cristhian Stuani;URU;FW;Girona;La Liga;36;1986;7.2;0.11;0.83;0;0.83
Damián Suárez;URU;DF;Getafe;La Liga;34;1988;10;0.5;1.5;0;3.5
Denis Suárez;ESP;MF;Espanyol;La Liga;29;1994;0.3;0;0;0;0
Mario Suárez;ESP;DFMF;Rayo Vallecano;La Liga;35;1987;0.1;0;0;0;0
Gabriel Suazo;CHI;DF;Toulouse;Ligue 1;25;1997;1.2;0;0.83;0;1.67
Isaac Success;NGA;FW;Udinese;Serie A;27;1996;14.2;0;1.2;0.14;0.7
Niklas Süle;GER;DF;Dortmund;Bundesliga;27;1995;12.8;0.07;0.7;0.08;1.48
Ibrahim Sulemana;GHA;MF;Hellas Verona;Serie A;19;2003;4;0;0.75;0.25;4.5
Kamaldeen Sulemana;GHA;FWMF;Southampton;Premier League;20;2002;1.5;0;1.33;2;0
Kamaldeen Sulemana;GHA;FWMF;Rennes;Ligue 1;20;2002;3.6;0.08;1.67;0.83;2.78
Crysencio Summerville;NED;FW;Leeds United;Premier League;21;2001;7.5;0.31;0.93;0;2.67
Sam Surridge;ENG;FW;Nott'ham Forest;Premier League;24;1998;2.9;0.11;0.34;0;1.38
Suso;ESP;FWMF;Sevilla;La Liga;29;1993;3.5;0;2.29;0;1.71
Mattias Svanberg;SWE;MF;Wolfsburg;Bundesliga;24;1999;11.2;0.13;1.34;0.18;2.23
Williot Swedberg;SWE;MF;Celta Vigo;La Liga;19;2004;0.4;0;0;0;2.5
Issiaga Sylla;GUI;DF;Montpellier;Ligue 1;29;1994;1;0;0;0;3
Issiaga Sylla;GUI;DF;Toulouse;Ligue 1;29;1994;15.2;0;0.39;0.13;4.34
Dominik Szoboszlai;HUN;MFFW;RB Leipzig;Bundesliga;22;2000;15;0.12;2.6;0.13;2.33
Alexander Sørloth;NOR;FW;Real Sociedad;La Liga;27;1995;14.2;0.24;1.34;0.21;0.63
Alexander Sørloth;NOR;FW;RB Leipzig;Bundesliga;27;1995;0.1;0;0;0;0
Nicolás Tagliafico;ARG;DF;Lyon;Ligue 1;30;1992;19.7;0.07;0.81;0;5.23
Jonathan Tah;GER;DF;Leverkusen;Bundesliga;27;1996;16.6;0.14;0.3;0;2.41
Benjamin Tahirovic;SWE;MF;Roma;Serie A;19;2003;1.5;0;2;0;2.67
Waniss Taibi;FRA;MF;Angers;Ligue 1;20;2002;1.9;0;0.53;0;4.74
Flavien Tait;FRA;MF;Rennes;Ligue 1;30;1993;15.1;0.11;1.19;0.4;2.98
Montassar Talbi;TUN;DF;Lorient;Ligue 1;24;1998;22;0.25;0.14;0;2.23
Adrien Tameze;CMR;MF;Hellas Verona;Serie A;29;1994;17.4;0;0.69;0;2.64
Japhet Tanganga;ENG;DF;Tottenham;Premier League;23;1999;1.6;0;0;0;3.13
Renato Tapia;PER;MF;Celta Vigo;La Liga;27;1995;7.7;0;1.04;0.13;3.9
Edmond Tapsoba;BFA;DF;Leverkusen;Bundesliga;24;1999;19.6;0;0.2;0.05;2.86
Florian Tardieu;FRA;MF;Troyes;Ligue 1;30;1992;11.2;0;1.52;0;4.82
Matt Targett;ENG;DF;Newcastle Utd;Premier League;27;1995;4.7;0;1.49;0;3.83
James Tarkowski;ENG;DF;Everton;Premier League;30;1992;21;0.07;0.38;0;2.52
Niklas Tauer;GER;DFMF;Mainz 05;Bundesliga;21;2001;1;0;0;0;4
Nuno Tavares;POR;DFMF;Marseille;Ligue 1;23;2000;16.5;0.12;1.03;0.3;2.67
Marcus Tavernier;ENG;MFFW;Bournemouth;Premier League;23;1999;14.6;0.08;1.03;0.14;1.99
Enzo Tchato;CMR;DF;Montpellier;Ligue 1;20;2002;10.4;0.33;0.48;0.1;2.6
Aurélien Tchouaméni;FRA;MF;Real Madrid;La Liga;23;2000;11.8;0;0.85;0;4.66
Mathys Tel;FRA;FW;Bayern Munich;Bundesliga;17;2005;2.8;0.23;1.43;0.36;0
Semir Telalovic;GER;MF;M'Gladbach;Bundesliga;23;1999;0.1;0;0;0;0
Alex Telles;BRA;DF;Sevilla;La Liga;30;1992;8.4;0;1.55;0;1.9
Marc-André ter Stegen;GER;GK;Barcelona;La Liga;30;1992;20;0;0.05;0;0.05
Simon Terodde;GER;FW;Schalke 04;Bundesliga;34;1988;14.2;0.09;0.77;0.07;1.34
Filippo Terracciano;ITA;DFMF;Hellas Verona;Serie A;20;2003;5.8;0;0.86;0.17;2.76
Pietro Terracciano;ITA;GK;Fiorentina;Serie A;32;1990;18;0;0;0;0.11
Ramón Terrats;ESP;MF;Girona;La Liga;22;2000;2.4;0;0.42;0;2.92
Martin Terrier;FRA;FWMF;Rennes;Ligue 1;25;1997;14.7;0.19;1.77;0.2;2.65
Tetê;BRA;FW;Leicester City;Premier League;22;2000;1.8;0.2;0;1.67;1.67
Tetê;BRA;FWMF;Lyon;Ligue 1;22;2000;12.3;0.2;0.81;0.16;2.76
Kenny Tete;NED;DF;Fulham;Premier League;27;1995;15.7;0;0.96;0;4.71
Florian Thauvin;FRA;MFDF;Udinese;Serie A;30;1993;0.2;0;0;0;0
Arthur Theate;BEL;DF;Rennes;Ligue 1;22;2000;21.9;0.17;0.27;0;1.83
Malick Thiaw;GER;DF;Milan;Serie A;21;2001;2.6;0;0.38;0;3.08
Malick Thiaw;GER;DF;Schalke 04;Bundesliga;21;2001;3;0;0;0.33;4
Jan Thielmann;GER;FW;Köln;Bundesliga;20;2002;5.8;0.11;0.52;0.17;1.9
Sada Thioub;SEN;FWMF;Angers;Ligue 1;27;1995;6.1;0;1.48;0.33;2.46
Luke Thomas;ENG;DF;Leicester City;Premier League;21;2001;7.7;0;0.39;0;4.29
Adrien Thomasson;FRA;MF;Strasbourg;Ligue 1;29;1993;10.4;0;1.63;0.19;2.21
Adrien Thomasson;FRA;MFFW;Lens;Ligue 1;29;1993;1.4;0.2;1.43;0;0.71
Morten Thorsby;NOR;MF;Union Berlin;Bundesliga;26;1996;5;0.13;0.4;0;3
Kristian Thorstvedt;NOR;MF;Sassuolo;Serie A;23;1999;9.8;0.07;0.71;0.1;2.24
Marcus Thuram;FRA;FW;M'Gladbach;Bundesliga;25;1997;17.9;0.16;0.84;0.5;0.95
Khéphren Thuram-Ulie;FRA;MF;Nice;Ligue 1;21;2001;17.6;0.05;1.08;0.23;3.12
Alexis Tibidi;FRA;FW;Troyes;Ligue 1;19;2003;0.7;0;0;0;0
Youri Tielemans;BEL;MF;Leicester City;Premier League;25;1997;18.3;0.09;1.31;0.05;3.55
Kieran Tierney;SCO;DF;Arsenal;Premier League;25;1997;5.2;0;0.58;0;3.46
Steffen Tigges;GER;FW;Köln;Bundesliga;24;1998;10.6;0.28;1.13;0;1.04
Jean-Clair Todibo;FRA;DF;Nice;Ligue 1;23;1999;19.5;0;0.21;0.05;3.13
Harry Toffolo;ENG;DF;Nott'ham Forest;Premier League;27;1995;6.8;0;0.59;0.15;2.35
Umut Tohumcu;GER;MF;Hoffenheim;Bundesliga;18;2004;0.8;0;1.25;0;2.5
Karl Toko Ekambi;CMR;FWMF;Rennes;Ligue 1;30;1992;1.6;0;0.63;0;1.88
Karl Toko Ekambi;CMR;FWMF;Lyon;Ligue 1;30;1992;15;0.1;1.73;0.27;1.2
Corentin Tolisso;FRA;MF;Lyon;Ligue 1;28;1994;10.3;0;1.55;0;2.82
Jeremy Toljan;GER;DF;Sassuolo;Serie A;28;1994;18.7;0;1.02;0;1.98
Rafael Tolói;ITA;DF;Atalanta;Serie A;32;1990;16.1;0.08;0.87;0.06;4.29
Raúl de Tomás;ESP;FW;Rayo Vallecano;La Liga;28;1994;0.4;0;2.5;0;2.5
Tiago Tomás;POR;FWMF;Stuttgart;Bundesliga;20;2002;9.2;0.11;1.3;0.11;0.76
Takehiro Tomiyasu;JPN;DF;Arsenal;Premier League;24;1998;5.7;0;0.7;0;5.79
James Tomkins;ENG;DF;Crystal Palace;Premier League;33;1989;2.7;0.5;0;0;2.22
Fikayo Tomori;ENG;DF;Milan;Serie A;25;1997;17.5;0.17;0.17;0;3.54
Sandro Tonali;ITA;MF;Milan;Serie A;22;2000;17.4;0.09;1.95;0.11;2.99
Ivan Toney;ENG;FW;Brentford;Premier League;26;1996;19.9;0.18;0.95;0.15;1.26
Pablo Torre;ESP;FW;Barcelona;La Liga;19;2003;0.2;0;0;0;0
David Torres;ESP;DF;Valladolid;La Liga;19;2003;1.1;0;0.91;0;2.73
Ferrán Torres;ESP;FW;Barcelona;La Liga;22;2000;7.2;0.07;0.97;0.42;0.83
Óliver Torres;ESP;MFFW;Sevilla;La Liga;28;1994;15.6;0.19;1.41;0;2.05
Pau Torres;ESP;DF;Villarreal;La Liga;26;1997;17;0;0.59;0;1.41
Roberto Torres;ESP;FWMF;Osasuna;La Liga;33;1989;0.1;0;20;0;0
Lucas Torró;ESP;MF;Osasuna;La Liga;28;1994;16.7;0;0.18;0;3.05
Nabil Touaizi;MAR;MF;Espanyol;La Liga;22;2001;0;0;0;0;0
Almamy Touré;MLI;DF;Eint Frankfurt;Bundesliga;26;1996;1.8;0;0;0;5.56
Birama Touré;MLI;MF;Auxerre;Ligue 1;30;1992;21.8;0;0.14;0;4.04
Souleymane Touré;FRA;DF;Marseille;Ligue 1;19;2003;0.8;0;0;0;2.5
Souleymane Touré;FRA;DF;Auxerre;Ligue 1;19;2003;3.9;0;0.77;0;2.56
Lucas Tousart;FRA;MF;Hertha BSC;Bundesliga;25;1997;17.7;0.1;0.45;0;3.79
Yoann Touzghar;TUN;FW;Ajaccio;Ligue 1;36;1986;4.3;0;0.23;0;0.7
Adama Traoré;ESP;FWMF;Wolves;Premier League;27;1996;10;0.08;1.3;0.1;1.1
Boubacar Traoré;MLI;MF;Wolves;Premier League;21;2001;4.3;0;0.23;0;3.95
Charles Traore;MLI;DF;Nantes;Ligue 1;31;1992;2.5;0;0.8;0;2.8
Hamari Traoré;MLI;DF;Rennes;Ligue 1;31;1992;18.1;0.06;0.77;0;2.98
Kevin Trapp;GER;GK;Eint Frankfurt;Bundesliga;32;1990;18;0;0;0;0.06
Mark Travers;IRL;GK;Bournemouth;Premier League;23;1999;10.5;0;0;0;0
Óscar Trejo;ARG;MFFW;Rayo Vallecano;La Liga;34;1988;13.4;0.11;1.72;0.15;2.31
Manu Trigueros;ESP;MFFW;Villarreal;La Liga;31;1991;4.2;0;0.48;0;2.14
Christopher Trimmel;AUT;DF;Union Berlin;Bundesliga;35;1987;13.3;0;1.58;0;3.23
Kieran Trippier;ENG;DF;Newcastle Utd;Premier League;32;1990;21.7;0.13;3;0;3.36
William Troost-Ekong;NGA;DF;Salernitana;Serie A;29;1993;2;0;0;0;4
Leandro Trossard;BEL;FW;Arsenal;Premier League;28;1994;0.8;0.25;1.25;0;3.75
Leandro Trossard;BEL;FWMF;Brighton;Premier League;28;1994;14.6;0.18;1.58;0.48;1.16
Adrien Truffert;FRA;DF;Rennes;Ligue 1;21;2001;17.7;0;0.68;0.11;3.67
Frank Tsadjout;ITA;FWMF;Cremonese;Serie A;23;1999;2.4;0;1.25;0;2.92
Kostas Tsimikas;GRE;DF;Liverpool;Premier League;26;1996;5;0;2.6;0;2.8
Theocharis Tsingaras;GRE;MF;Toulouse;Ligue 1;22;2000;0.1;0;10;0;0
Viktor Tsyhankov;UKR;MF;Girona;La Liga;25;1997;0.5;0;2;0;4
Alessandro Tuia;ITA;DF;Lecce;Serie A;32;1990;2.2;0;0;0;3.18
Beñat Turrientes;ESP;MFFW;Real Sociedad;La Liga;21;2002;1.2;0;1.67;0;3.33
Tuta;BRA;DF;Eint Frankfurt;Bundesliga;23;1999;17.9;0.17;0.11;0.06;2.74
Iyenoma Udogie;ITA;DF;Udinese;Serie A;20;2002;16.3;0.12;1.41;0.18;3.93
Ike Ugbo;CAN;FWMF;Troyes;Ligue 1;24;1998;4.5;0.13;0.44;0.22;1.11
Chimuanya Ugochukwu;FRA;MF;Rennes;Ligue 1;18;2004;9.1;0;0;0;4.29
Sven Ulreich;GER;GK;Bayern Munich;Bundesliga;34;1988;3;0;0;0;0.33
Lauren Ulrich;GER;MF;Stuttgart;Bundesliga;18;2005;0.1;0;0;0;10
Samuel Umtiti;FRA;DF;Lecce;Serie A;29;1993;10.5;0;0.1;0;4
Enes Ünal;TUR;FW;Getafe;La Liga;25;1997;19.2;0.11;0.68;0.1;0.78
Deniz Undav;GER;FWMF;Brighton;Premier League;26;1996;2.6;0;1.92;0;1.54
Cengiz Ünder;TUR;MFDF;Marseille;Ligue 1;25;1997;13.8;0;1.74;0.14;2.46
Dayot Upamecano;FRA;DF;Bayern Munich;Bundesliga;24;1998;18.9;0;0.32;0;3.81
Oscar Ureña;ESP;MF;Girona;La Liga;20;2003;1.1;0;0;0;4.55
Jere Uronen;FIN;DF;Brest;Ligue 1;28;1994;3.3;0;0.3;0;4.55
Jere Uronen;FIN;DF;Schalke 04;Bundesliga;28;1994;4.3;0;1.16;0.23;1.86
Mark Uth;GER;MFFW;Köln;Bundesliga;31;1991;0.5;0;0;2;0
Josha Vagnoman;GER;DFMF;Stuttgart;Bundesliga;22;2000;6.8;0;0.74;0.15;2.06
Diego Valencia;CHI;MFFW;Salernitana;Serie A;23;2000;1.9;0;1.05;0;3.68
Óscar Valentín;ESP;MF;Rayo Vallecano;La Liga;28;1994;13.6;0;0.81;0;5.66
Emanuele Valeri;ITA;DFFW;Cremonese;Serie A;24;1998;16.6;0.04;1.45;0.06;2.47
Valery;ESP;MFDF;Girona;La Liga;23;1999;6.4;0;2.34;0.16;2.19
Yan Valery;TUN;DF;Southampton;Premier League;23;1999;0.5;0;0;0;0
Yan Valery;TUN;DF;Angers;Ligue 1;23;1999;12.1;0;0.41;0.17;3.14
Enrique Valiente;ESP;DF;Sevilla;La Liga;20;2002;4.1;0.33;0.24;0;1.46
Martin Valjent;SVK;DF;Mallorca;La Liga;27;1995;17.8;0;0.11;0;1.91
Manu Vallejo;ESP;FWMF;Girona;La Liga;25;1997;2.3;0;1.3;0;2.17
Mattia Valoti;ITA;MF;Monza;Serie A;29;1993;2.7;0;0.74;0;4.07
Federico Valverde;URU;FWMF;Real Madrid;La Liga;24;1998;17;0.15;1.76;0.12;1.41
Virgil van Dijk;NED;DF;Liverpool;Premier League;31;1991;16.5;0.11;0.12;0;1.76
Vanderson;BRA;DF;Monaco;Ligue 1;21;2001;14.4;0;0.9;0.07;5.76
Raphaël Varane;FRA;DF;Manchester Utd;Premier League;29;1993;14.4;0;0.21;0;1.94
Jamie Vardy;ENG;FW;Leicester City;Premier League;36;1987;13.1;0.06;0.69;0.15;0.69
Ruben Vargas;SUI;MFFW;Augsburg;Bundesliga;24;1998;5.6;0.17;0.89;0.18;2.14
Johan Vásquez;MEX;DF;Cremonese;Serie A;24;1998;7;0;0.14;0;4
Jesus Vazquez;ESP;DFMF;Valencia;La Liga;20;2003;1.9;0;0.53;0.53;2.11
Kevin Vázquez;ESP;MFDF;Celta Vigo;La Liga;29;1993;1;0;2;0;3
Lucas Vázquez;ESP;DF;Real Madrid;La Liga;31;1991;4.7;0.29;1.91;0;3.62
Matías Vecino;URU;MF;Lazio;Serie A;31;1991;10.8;0.06;0.28;0.09;3.15
Gabriel Veiga;ESP;MF;Celta Vigo;La Liga;20;2002;11.5;0.19;0.78;0.43;2.26
Renato Veiga;POR;DF;Augsburg;Bundesliga;19;2003;0.7;0;0;0;2.86
Miguel Veloso;POR;MF;Hellas Verona;Serie A;36;1986;9.4;0;1.28;0;2.55
Joël Veltman;NED;DF;Brighton;Premier League;31;1992;15.3;0;0.39;0;3.59
Mickey van de Ven;NED;DF;Wolfsburg;Bundesliga;21;2001;20;0.11;0.2;0;2.3
Unai Vencedor Paris;ESP;MF;Athletic Club;La Liga;22;2000;1.6;0;0.63;0;2.5
Lorenzo Venuti;ITA;DF;Fiorentina;Serie A;27;1995;6.2;0;0.97;0.16;2.74
Daniele Verde;ITA;FWMF;Spezia;Serie A;26;1996;5.3;0.07;1.51;0;0.75
Simone Verdi;ITA;MF;Hellas Verona;Serie A;30;1992;5.5;0.08;1.64;0.18;1.82
Gonzalo Verdú;ESP;DF;Elche;La Liga;34;1988;4.8;0.2;0;0;1.88
Jordan Veretout;FRA;MF;Marseille;Ligue 1;29;1993;16.8;0.19;1.01;0.12;3.15
Marco Verratti;ITA;MF;Paris S-G;Ligue 1;30;1992;13.8;0;0.87;0.07;5.07
Valerio Verre;ITA;MF;Sampdoria;Serie A;29;1994;7.5;0;1.73;0;3.07
Mikel Vesga;ESP;MF;Athletic Club;La Liga;29;1993;16.5;0.08;0.97;0;3.09
Guglielmo Vicario;ITA;GK;Empoli;Serie A;26;1996;22;0;0;0;0
João Victor;BRA;DF;Nantes;Ligue 1;24;1998;2;0;0;0;2
Aleix Vidal;ESP;MFFW;Espanyol;La Liga;33;1989;8.1;0;0.86;0.12;1.98
Clément Vidal;FRA;DFMF;Ajaccio;Ligue 1;22;2000;8.5;0;0.12;0;2.94
Nacho Vidal;ESP;DF;Osasuna;La Liga;28;1995;9.9;0;0.3;0;3.94
Gabriel Vidovic;CRO;FW;Bayern Munich;Bundesliga;19;2003;0.2;0;10;0;0
Fabio Vieira;POR;MFFW;Arsenal;Premier League;22;2000;3;0.14;1.33;0.33;2.33
Ronaldo Vieira;GNB;MF;Torino;Serie A;24;1998;0.2;0;0;0;0
Ronaldo Vieira;GNB;MF;Sampdoria;Serie A;24;1998;9.1;0;0;0;0
Emanuel Vignato;ITA;MFFW;Bologna;Serie A;22;2000;2.7;0;1.11;0;2.59
Emanuel Vignato;ITA;MF;Empoli;Serie A;22;2000;0.1;1;0;0;0
Samuele Vignato;ITA;FWMF;Monza;Serie A;18;2004;0.2;0;0;0;0
Tonny Vilhena;NED;MF;Salernitana;Serie A;28;1995;15.7;0.12;0.76;0.13;2.48
Toni Villa;ESP;MF;Valladolid;La Liga;28;1995;1;0;1;1;6
Toni Villa;ESP;MFFW;Girona;La Liga;28;1995;7;0.07;1.29;0.43;4.14
Asier Villalibre;ESP;FW;Athletic Club;La Liga;25;1997;1.1;0;1.82;0;0
Gonzalo Villar;ESP;MF;Sampdoria;Serie A;24;1998;7.7;0;0;0;2.21
Gonzalo Villar;ESP;MF;Getafe;La Liga;24;1998;1.1;0;0.91;0;2.73
Iván Villar;ESP;GK;Celta Vigo;La Liga;25;1997;1;0;0;0;0
Matías Viña;URU;MF;Bournemouth;Premier League;25;1997;0.1;0;0;0;10
Matías Viña;URU;DF;Roma;Serie A;25;1997;0.6;0;1.67;1.67;10
Rúben Vinagre;POR;DFMF;Everton;Premier League;23;1999;0.3;0;0;0;6.67
Carlos Vinícius;BRA;FW;Fulham;Premier League;27;1995;4.8;0.13;0.83;0;0.42
Alan Virginius;FRA;FW;Lille;Ligue 1;20;2003;2.2;0.09;0.45;0;1.36
Mattia Viti;ITA;DF;Nice;Ligue 1;21;2002;7;0.5;0;0;1.71
Vitinha;POR;FW;Marseille;Ligue 1;22;2000;0.6;0;0;0;3.33
Vitinha;POR;MF;Paris S-G;Ligue 1;22;2000;15.3;0;0.59;0;2.81
Daniel Vivian;ESP;DF;Athletic Club;La Liga;23;1999;14.1;0.14;0.07;0;3.48
Joel Voelkerling Persson;SWE;FW;Lecce;Serie A;20;2003;0.6;0;1.67;0;1.67
Kevin Vogt;GER;DF;Hoffenheim;Bundesliga;31;1991;13.7;0;0.15;0;2.34
Mërgim Vojvoda;KVX;DF;Torino;Serie A;28;1995;11;0;1.09;0.27;2.09
Kevin Volland;GER;MFFW;Monaco;Ligue 1;30;1992;3.2;0.2;1.88;0;1.56
Cristian Volpato;ITA;MF;Roma;Serie A;19;2003;2.1;0.25;1.9;0;2.38
Aster Vranckx;BEL;MF;Milan;Serie A;20;2002;0.8;0;1.25;0;2.5
Aster Vranckx;BEL;MF;Wolfsburg;Bundesliga;20;2002;0.1;0;0;0;0
Stefan de Vrij;NED;DF;Inter;Serie A;31;1992;12.1;0.11;0;0;3.39
Robert Wagner;GER;MF;Freiburg;Bundesliga;19;2003;0.3;0;0;0;0
Walace;BRA;MF;Udinese;Serie A;27;1995;20.1;0;0.45;0;3.93
Theo Walcott;ENG;FWMF;Southampton;Premier League;33;1989;1.5;0;1.33;0;2.67
Luca Waldschmidt;GER;FW;Wolfsburg;Bundesliga;26;1996;3.4;0;0;0;2.06
Kyle Walker;ENG;DF;Manchester City;Premier League;32;1990;8.8;0;0.45;0;0.91
Kyle Walker-Peters;ENG;DF;Southampton;Premier League;25;1997;15.6;0.17;0.64;0.19;2.69
Sebastian Walukiewicz;POL;DF;Empoli;Serie A;22;2000;1.7;0;0;0;1.18
Aaron Wan-Bissaka;ENG;DF;Manchester Utd;Premier League;25;1997;6.8;0;0.88;0;4.56
Paul Wanner;GER;MF;Bayern Munich;Bundesliga;17;2005;0.3;0;3.33;0;10
Danny Ward;WAL;GK;Leicester City;Premier League;29;1993;22;0;0;0;0.05
Joel Ward;ENG;DF;Crystal Palace;Premier League;33;1989;14.4;0;0.14;0.07;2.85
James Ward-Prowse;ENG;MF;Southampton;Premier League;28;1994;22;0.21;2.14;0.05;2.82
Ollie Watkins;ENG;FW;Aston Villa;Premier League;27;1995;18.1;0.12;0.88;0.17;0.88
Timothy Weah;USA;DFFW;Lille;Ligue 1;22;2000;7.2;0;1.11;0.14;2.5
Adam Webster;ENG;DF;Brighton;Premier League;28;1995;13.9;0;0.14;0;1.94
Wout Weghorst;NED;FW;Manchester Utd;Premier League;30;1992;3;0;1.67;0;2.33
Julian Weigl;GER;MF;M'Gladbach;Bundesliga;27;1995;13.7;0;0.15;0;2.92
Nelson Weiper;GER;MF;Mainz 05;Bundesliga;17;2005;0.1;0;0;0;10
Mitchell Weiser;GER;DFFW;Werder Bremen;Bundesliga;28;1994;18.2;0.05;1.32;0.11;4.07
Noah Weißhaupt;GER;MFFW;Freiburg;Bundesliga;21;2001;1.5;0;1.33;0;4
Shon Weissman;ISR;FW;Valladolid;La Liga;26;1996;8.3;0.06;0.36;0;0.36
Danny Welbeck;ENG;FW;Brighton;Premier League;32;1990;12.7;0.03;1.26;0.16;0.94
Marcel Wenig;GER;MF;Eint Frankfurt;Bundesliga;18;2004;0;0;0;0;0
Timo Werner;GER;FWMF;RB Leipzig;Bundesliga;26;1996;11.2;0.16;0.63;0.27;0.63
Ben White;ENG;DF;Arsenal;Premier League;25;1997;18.7;0;0.8;0;2.83
Harvey White;ENG;MF;Tottenham;Premier League;21;2001;0.1;0;0;0;0
Silvan Widmer;SUI;DF;Mainz 05;Bundesliga;29;1993;13;0.12;0.69;0;3.31
Mateusz Wieteska;POL;DF;Clermont Foot;Ligue 1;26;1997;23;0;0.13;0.04;2.78
Georginio Wijnaldum;NED;MF;Roma;Serie A;32;1990;0.2;0;5;0;0
Iñaki Williams;GHA;FW;Athletic Club;La Liga;28;1994;16.5;0.13;0.97;0.3;0.97
Neco Williams;WAL;DF;Nott'ham Forest;Premier League;21;2001;13.5;0;0.89;0.22;5.7
Nico Williams;ESP;FWMF;Athletic Club;La Liga;20;2002;18.2;0.1;1.43;0.55;1.26
Willian;BRA;FW;Fulham;Premier League;34;1988;13.4;0.13;1.87;0.22;1.27
Joe Willock;ENG;MF;Newcastle Utd;Premier League;23;1999;17.8;0.06;1.07;0.17;2.7
Callum Wilson;ENG;FW;Newcastle Utd;Premier League;30;1992;12.5;0.15;0.96;0.16;0.64
Harry Wilson;WAL;FW;Fulham;Premier League;25;1997;3.9;0;0.51;0.26;2.82
Patrick Wimmer;AUT;FWMF;Wolfsburg;Bundesliga;21;2001;9.6;0.15;2.29;0.52;3.33
Jonas Wind;DEN;FW;Wolfsburg;Bundesliga;24;1999;6.2;0.27;1.13;0;0.81
Harry Winks;ENG;MF;Sampdoria;Serie A;27;1996;3.3;0;0.91;0;3.94
Frederik Winther;DEN;DF;Augsburg;Bundesliga;22;2001;1;0;1;0;2
Florian Wirtz;GER;FWMF;Leverkusen;Bundesliga;19;2003;3.1;0;2.26;0.32;2.58
Yoane Wissa;COD;FW;Brentford;Premier League;26;1996;10.4;0.19;0.77;0.1;1.63
Axel Witsel;BEL;DFMF;Atlético Madrid;La Liga;34;1989;13.9;0;0.22;0;1.8
Maximilian Wöber;AUT;DF;Leeds United;Premier League;25;1998;3.3;0;0.3;0;3.03
Hannes Wolf;AUT;FWMF;M'Gladbach;Bundesliga;23;1999;1.1;0.5;0.91;0;3.64
Marius Wolf;GER;DFFW;Dortmund;Bundesliga;27;1995;7.7;0.09;1.3;0.26;2.47
Jeong Woo-yeong;KOR;MFFW;Freiburg;Bundesliga;23;1999;6.4;0.1;0.78;0;1.09
Chris Wood;NZL;FW;Newcastle Utd;Premier League;31;1991;5;0.13;0.6;0;1.2
Chris Wood;NZL;FW;Nott'ham Forest;Premier League;31;1991;2.3;0;0.87;0;0.43
Christopher Wooh;CMR;DF;Rennes;Ligue 1;21;2001;7.6;0;0.13;0;1.58
Christopher Wooh;CMR;MF;Lens;Ligue 1;21;2001;0;0;0;0;0
Joe Worrall;ENG;DF;Nott'ham Forest;Premier League;26;1997;13.9;0;0.14;0;3.38
Xeka;POR;MF;Rennes;Ligue 1;28;1994;6.1;0;0;0;2.62
Granit Xhaka;SUI;MF;Arsenal;Premier League;30;1992;19.8;0.13;1.82;0.1;1.31
Jawad El Yamiq;MAR;DF;Valladolid;La Liga;30;1992;6.7;0;0;0;4.03
Ryan Yates;ENG;MF;Nott'ham Forest;Premier League;25;1997;15.5;0;0.39;0;2.19
Yusuf Yazýcý;TUR;MF;Lille;Ligue 1;26;1997;2.2;0.2;3.64;0;0
Kelvin Yeboah;ITA;FWMF;Augsburg;Bundesliga;22;2000;1.3;0;1.54;0.77;0.77
Gerard Yepes;ESP;MF;Sampdoria;Serie A;20;2002;2.2;0;0.45;0;4.09
Darlin Yongwa;CMR;FWDF;Lorient;Ligue 1;22;2000;0.8;0;2.5;0;2.5
Leny Yoro;FRA;DFMF;Lille;Ligue 1;17;2005;4.6;0;0.22;0;3.91
Maya Yoshida;JPN;DF;Schalke 04;Bundesliga;34;1988;19.9;0;0.05;0;3.17
Ashley Young;ENG;DF;Aston Villa;Premier League;37;1985;13.2;0.13;0.76;0.15;3.86
Mohamed Youssouf;COM;DF;Ajaccio;Ligue 1;34;1988;17.4;0;0.75;0.06;5.11
Mattia Zaccagni;ITA;FWMF;Lazio;Serie A;27;1995;17.9;0.18;1.12;0.28;2.46
Dan-Axel Zagadou;FRA;DF;Stuttgart;Bundesliga;23;1999;5.9;0;0.68;0;2.03
Wilfried Zaha;CIV;FWMF;Crystal Palace;Premier League;30;1992;18.5;0.15;1.14;0.38;2.16
